idx,city,country,iso3,capital,lat,lng,admin_name,population
10075,Baden-Baden,Germany,DEU,minor,48.7628,8.2408,Baden-Württemberg,57025.0
10147,Görlitz,Germany,DEU,minor,51.1528,14.9872,Saxony,56574.0
10154,Lingen,Germany,DEU,,52.5231,7.3231,Lower Saxony,56542.0
10165,Stolberg,Germany,DEU,,50.7667,6.2333,North Rhine-Westphalia,56455.0
10182,Sankt Augustin,Germany,DEU,,50.77,7.1867,North Rhine-Westphalia,56369.0
10222,Waiblingen,Germany,DEU,minor,48.8303,9.3169,Baden-Württemberg,56081.0
10231,Eschweiler,Germany,DEU,,50.8167,6.2833,North Rhine-Westphalia,56049.0
10262,Hilden,Germany,DEU,,51.1714,6.9394,North Rhine-Westphalia,55815.0
10313,Pulheim,Germany,DEU,,51.0,6.8,North Rhine-Westphalia,55530.0
10344,Langenhagen,Germany,DEU,,52.4394,9.74,Lower Saxony,55367.0
10361,Nordhorn,Germany,DEU,minor,52.4319,7.0678,Lower Saxony,55242.0
10413,Bad Homburg,Germany,DEU,minor,50.2167,8.6,Hesse,54996.0
10438,Bad Salzuflen,Germany,DEU,,52.0833,8.7467,North Rhine-Westphalia,54808.0
10452,Schweinfurt,Germany,DEU,,50.05,10.2333,Bavaria,54675.0
10457,Hattingen,Germany,DEU,,51.3992,7.1858,North Rhine-Westphalia,54637.0
10533,Wetzlar,Germany,DEU,minor,50.5667,8.5,Hesse,54187.0
10570,Neustadt,Germany,DEU,minor,49.35,8.15,Rhineland-Palatinate,53981.0
10585,Passau,Germany,DEU,minor,48.5744,13.4647,Bavaria,53907.0
10660,Kleve,Germany,DEU,minor,51.79,6.14,North Rhine-Westphalia,53388.0
10667,Ahlen,Germany,DEU,,51.7633,7.8911,North Rhine-Westphalia,53348.0
10761,Frechen,Germany,DEU,,50.9167,6.8167,North Rhine-Westphalia,52811.0
10787,Wolfenbüttel,Germany,DEU,minor,52.1622,10.5369,Lower Saxony,52681.0
10816,Bad Kreuznach,Germany,DEU,minor,49.85,7.8667,Rhineland-Palatinate,52529.0
10840,Ibbenbüren,Germany,DEU,,52.2778,7.7167,North Rhine-Westphalia,52421.0
10910,Gummersbach,Germany,DEU,minor,51.0333,7.5667,North Rhine-Westphalia,52001.0
11004,Ravensburg,Germany,DEU,minor,47.7831,9.6114,Baden-Württemberg,51482.0
11008,Böblingen,Germany,DEU,minor,48.6856,9.0153,Baden-Württemberg,51460.0
11015,Peine,Germany,DEU,minor,52.3203,10.2336,Lower Saxony,51411.0
11020,Speyer,Germany,DEU,minor,49.3194,8.4311,Rhineland-Palatinate,51368.0
11032,Rastatt,Germany,DEU,minor,48.85,8.2,Baden-Württemberg,51310.0
11137,Elmshorn,Germany,DEU,,53.7519,9.6511,Schleswig-Holstein,50772.0
11176,Emden,Germany,DEU,minor,53.3669,7.2061,Lower Saxony,50535.0
11226,Goslar,Germany,DEU,minor,51.9072,10.43,Lower Saxony,50203.0
11238,Willich,Germany,DEU,,51.2631,6.5492,North Rhine-Westphalia,50144.0
11264,Heidenheim,Germany,DEU,minor,48.6761,10.1544,Baden-Württemberg,50025.0
11322,Erftstadt,Germany,DEU,,50.8167,6.7667,North Rhine-Westphalia,49882.0
11323,Lörrach,Germany,DEU,minor,47.6167,7.6667,Baden-Württemberg,49876.0
11327,Cuxhaven,Germany,DEU,minor,53.8611,8.6944,Lower Saxony,49854.0
11335,Gronau,Germany,DEU,,52.2125,7.0417,North Rhine-Westphalia,49824.0
11384,Leonberg,Germany,DEU,,48.8014,9.0131,Baden-Württemberg,49512.0
11393,Rheda-Wiedenbrück,Germany,DEU,,51.8417,8.3,North Rhine-Westphalia,49486.0
11396,Bad Oeynhausen,Germany,DEU,,52.2,8.8,North Rhine-Westphalia,49477.0
11412,Singen,Germany,DEU,,47.7628,8.84,Baden-Württemberg,49441.0
11428,Freising,Germany,DEU,minor,48.4028,11.7489,Bavaria,49339.0
11442,Bergkamen,Germany,DEU,,51.6167,7.6333,North Rhine-Westphalia,49263.0
11461,Straubing,Germany,DEU,minor,48.8833,12.5667,Bavaria,49164.0
11487,Frankenthal,Germany,DEU,minor,49.5333,8.35,Rhineland-Palatinate,49051.0
11492,Bornheim,Germany,DEU,,50.7592,7.005,North Rhine-Westphalia,49025.0
11576,Soest,Germany,DEU,minor,51.5711,8.1092,North Rhine-Westphalia,48607.0
11620,Stade,Germany,DEU,minor,53.6008,9.4764,Lower Saxony,48353.0
11625,Alsdorf,Germany,DEU,,50.8833,6.1667,North Rhine-Westphalia,48328.0
11655,Dachau,Germany,DEU,minor,48.2603,11.4342,Bavaria,48195.0
11688,Hennef,Germany,DEU,,50.7833,7.2833,North Rhine-Westphalia,48002.0
11732,Oranienburg,Germany,DEU,minor,52.7544,13.2369,Brandenburg,47752.0
11764,Landau,Germany,DEU,minor,49.2,8.1167,Rhineland-Palatinate,47610.0
11797,Dülmen,Germany,DEU,,51.8308,7.2783,North Rhine-Westphalia,47468.0
11850,Melle,Germany,DEU,,52.2044,8.3389,Lower Saxony,47228.0
11904,Herzogenrath,Germany,DEU,,50.8667,6.1,North Rhine-Westphalia,46941.0
11920,Neunkirchen,Germany,DEU,minor,49.35,7.1667,Saarland,46882.0
11971,Schwerte,Germany,DEU,,51.4458,7.5653,North Rhine-Westphalia,46658.0
11972,Hof,Germany,DEU,minor,50.3167,11.9167,Bavaria,46656.0
11981,Bruchsal,Germany,DEU,,49.1333,8.6,Baden-Württemberg,46587.0
12016,Rodgau,Germany,DEU,,50.0167,8.8833,Hesse,46426.0
12017,Albstadt,Germany,DEU,,48.2119,9.0239,Baden-Württemberg,46422.0
12037,Halle-Neustadt,Germany,DEU,,51.4789,11.9214,Saxony-Anhalt,46280.0
12068,Filderstadt,Germany,DEU,,48.6803,9.2183,Baden-Württemberg,46188.0
12097,Bünde,Germany,DEU,,52.2,8.6,North Rhine-Westphalia,46030.0
12102,Gotha,Germany,DEU,minor,50.9492,10.705,Thuringia,46019.0
12140,Fellbach,Germany,DEU,,48.8086,9.2758,Baden-Württemberg,45896.0
12148,Memmingen,Germany,DEU,minor,47.9878,10.1811,Bavaria,45857.0
12165,Kaufbeuren,Germany,DEU,minor,47.88,10.6225,Bavaria,45792.0
12265,Weinheim,Germany,DEU,,49.55,8.6667,Baden-Württemberg,45275.0
12267,Neustadt am Rübenberge,Germany,DEU,,52.5,9.4667,Lower Saxony,45262.0
12396,Lehrte,Germany,DEU,,52.3667,9.9667,Lower Saxony,44823.0
12404,Falkensee,Germany,DEU,,52.5583,13.0917,Brandenburg,44806.0
12405,Brühl,Germany,DEU,,50.8333,6.9,North Rhine-Westphalia,44804.0
12535,Pinneberg,Germany,DEU,minor,53.6333,9.8,Schleswig-Holstein,44279.0
12541,Kaarst,Germany,DEU,,51.2167,6.6167,North Rhine-Westphalia,44253.0
12552,Erkelenz,Germany,DEU,,51.0833,6.3167,North Rhine-Westphalia,44215.0
12625,Wismar,Germany,DEU,minor,53.9,11.4667,Mecklenburg-Western Pomerania,43878.0
12629,Erkrath,Germany,DEU,,51.2239,6.9147,North Rhine-Westphalia,43856.0
12647,Bietigheim-Bissingen,Germany,DEU,,48.9667,9.1333,Baden-Württemberg,43755.0
12677,Gifhorn,Germany,DEU,minor,52.4886,10.5464,Lower Saxony,43625.0
12707,Borken,Germany,DEU,minor,51.8333,6.8667,North Rhine-Westphalia,43489.0
12710,Heinsberg,Germany,DEU,minor,51.0631,6.0964,North Rhine-Westphalia,43476.0
12804,Nettetal,Germany,DEU,,51.3167,6.2833,North Rhine-Westphalia,43095.0
12813,Kamen,Germany,DEU,,51.5917,7.6653,North Rhine-Westphalia,43058.0
12835,Aurich,Germany,DEU,minor,53.4714,7.4836,Lower Saxony,42970.0
12896,Laatzen,Germany,DEU,,52.3167,9.8,Lower Saxony,42675.0
12944,Amberg,Germany,DEU,minor,49.4444,11.8483,Bavaria,42534.0
12965,Seevetal,Germany,DEU,,53.3833,9.9667,Lower Saxony,42449.0
12975,Eisenach,Germany,DEU,minor,50.9761,10.3206,Thuringia,42408.0
13002,Homburg,Germany,DEU,minor,49.3167,7.3333,Saarland,42297.0
13010,Dreieich,Germany,DEU,,50.0,8.7,Hesse,42260.0
13022,Ansbach,Germany,DEU,minor,49.3,10.5833,Bavaria,42221.0
13058,Bensheim,Germany,DEU,,49.6667,8.6167,Hesse,42089.0
13072,Siegburg,Germany,DEU,minor,50.8014,7.2044,North Rhine-Westphalia,42049.0
13111,Kirchheim unter Teck,Germany,DEU,,48.6483,9.4511,Baden-Württemberg,41907.0
13116,Schwäbisch Hall,Germany,DEU,minor,49.1122,9.7375,Baden-Württemberg,41898.0
13128,Coburg,Germany,DEU,minor,50.2667,10.9667,Bavaria,41842.0
13175,Wunstorf,Germany,DEU,,52.4275,9.4294,Lower Saxony,41689.0
13232,Königswinter,Germany,DEU,,50.6736,7.1947,North Rhine-Westphalia,41495.0
13246,Eberswalde,Germany,DEU,minor,52.8333,13.8333,Brandenburg,41461.0
13260,Nürtingen,Germany,DEU,,48.6333,9.3333,Baden-Württemberg,41403.0
13273,Germering,Germany,DEU,,48.1333,11.3667,Bavaria,41355.0
13280,Nordhausen,Germany,DEU,minor,51.505,10.7911,Thuringia,41339.0
13290,Hückelhoven,Germany,DEU,,51.0608,6.2197,North Rhine-Westphalia,41301.0
13312,Schwabach,Germany,DEU,minor,49.3292,11.0208,Bavaria,41227.0
13410,Buxtehude,Germany,DEU,,53.4769,9.7011,Lower Saxony,40919.0
13443,Buchholz in der Nordheide,Germany,DEU,,53.3167,9.8667,Lower Saxony,40810.0
13444,Neumarkt,Germany,DEU,minor,49.2833,11.4667,Bavaria,40808.0
13476,Pirmasens,Germany,DEU,minor,49.2,7.6,Rhineland-Palatinate,40682.0
13507,Lemgo,Germany,DEU,,52.0272,8.9117,North Rhine-Westphalia,40594.0
13533,Freiberg,Germany,DEU,minor,50.9119,13.3428,Saxony,40485.0
13539,Halberstadt,Germany,DEU,minor,51.8958,11.0467,Saxony-Anhalt,40457.0
13546,Leinfelden-Echterdingen,Germany,DEU,,48.6928,9.1428,Baden-Württemberg,40420.0
13564,Hofheim,Germany,DEU,minor,50.0833,8.45,Hesse,40371.0
13602,Löhne,Germany,DEU,,52.2,8.7,North Rhine-Westphalia,40265.0
13605,Ahaus,Germany,DEU,,52.0667,7.0,North Rhine-Westphalia,40245.0
13616,Schorndorf,Germany,DEU,,48.8,9.5333,Baden-Württemberg,40204.0
13623,Völklingen,Germany,DEU,,49.25,6.8333,Saarland,40192.0
13757,Maintal,Germany,DEU,,50.15,8.8333,Hesse,39815.0
13763,Ostfildern,Germany,DEU,,48.7333,9.25,Baden-Württemberg,39806.0
13803,Ettlingen,Germany,DEU,,48.9333,8.4,Baden-Württemberg,39699.0
13844,Freital,Germany,DEU,,51.0167,13.65,Saxony,39558.0
13922,Neu Isenburg,Germany,DEU,,50.05,8.7,Hesse,39287.0
13924,Niederkassel,Germany,DEU,,50.8167,7.0333,North Rhine-Westphalia,39281.0
13946,Langen,Germany,DEU,,49.9833,8.6667,Hesse,39217.0
13968,Mettmann,Germany,DEU,minor,51.25,6.9667,North Rhine-Westphalia,39134.0
13970,Ilmenau,Germany,DEU,,50.6839,10.9194,Thuringia,39127.0
13976,Stendal,Germany,DEU,minor,52.6,11.85,Saxony-Anhalt,39105.0
13986,Pirna,Germany,DEU,minor,50.9622,13.9403,Saxony,39054.0
13992,Weißenfels,Germany,DEU,,51.2,11.9667,Saxony-Anhalt,39041.0
14034,Königs Wusterhausen,Germany,DEU,,52.2917,13.625,Brandenburg,38929.0
14117,Kamp-Lintfort,Germany,DEU,,51.5,6.5333,North Rhine-Westphalia,38665.0
14145,Würselen,Germany,DEU,,50.8167,6.1333,North Rhine-Westphalia,38598.0
14155,Papenburg,Germany,DEU,,53.0667,7.4,Lower Saxony,38556.0
14262,Greven,Germany,DEU,,52.0917,7.6083,North Rhine-Westphalia,38207.0
14269,Wesseling,Germany,DEU,,50.8167,6.9667,North Rhine-Westphalia,38192.0
14278,Kehl,Germany,DEU,,48.5667,7.8167,Baden-Württemberg,38154.0
14283,Bautzen,Germany,DEU,minor,51.1814,14.4242,Saxony,38140.0
14330,Backnang,Germany,DEU,,48.9464,9.4306,Baden-Württemberg,37957.0
14352,Bitterfeld,Germany,DEU,,51.6167,12.3167,Saxony-Anhalt,37894.0
14446,Fürstenfeldbruck,Germany,DEU,minor,48.1778,11.2556,Bavaria,37695.0
14469,Warendorf,Germany,DEU,minor,51.9539,7.9933,North Rhine-Westphalia,37616.0
14519,Tuttlingen,Germany,DEU,minor,47.985,8.8233,Baden-Württemberg,37458.0
14563,Beckum,Germany,DEU,,51.755,8.0403,North Rhine-Westphalia,37333.0
14640,Cloppenburg,Germany,DEU,minor,52.85,8.05,Lower Saxony,37056.0
14649,Coesfeld,Germany,DEU,minor,51.95,7.1667,North Rhine-Westphalia,37030.0
14656,Suhl,Germany,DEU,minor,50.6106,10.6931,Thuringia,37009.0
14732,Erding,Germany,DEU,minor,48.2833,11.9,Bavaria,36813.0
14804,Sinsheim,Germany,DEU,,49.25,8.8833,Baden-Württemberg,36601.0
14865,Porta Westfalica,Germany,DEU,,52.2167,8.9333,North Rhine-Westphalia,36374.0
14870,Emsdetten,Germany,DEU,,52.1728,7.5344,North Rhine-Westphalia,36354.0
14889,Winsen,Germany,DEU,minor,53.3667,10.2167,Lower Saxony,36295.0
14911,Mühlhausen,Germany,DEU,minor,51.2167,10.45,Thuringia,36226.0
14928,Voerde,Germany,DEU,,51.6,6.6833,North Rhine-Westphalia,36196.0
14963,Meppen,Germany,DEU,minor,52.6936,7.2928,Lower Saxony,36117.0
14988,Limburg,Germany,DEU,minor,50.3833,8.0667,Hesse,36053.0
15006,Ingelheim,Germany,DEU,minor,49.9747,8.0564,Rhineland-Palatinate,36002.0
15097,Crailsheim,Germany,DEU,,49.1347,10.0706,Baden-Württemberg,35760.0
15100,Bad Vilbel,Germany,DEU,,50.1781,8.7361,Hesse,35758.0
15138,Leer,Germany,DEU,minor,53.2308,7.4528,Lower Saxony,35663.0
15230,Lage,Germany,DEU,,51.9889,8.7944,North Rhine-Westphalia,35423.0
15284,Mörfelden-Walldorf,Germany,DEU,,50.0,8.5833,Hesse,35291.0
15292,Goch,Germany,DEU,,51.6839,6.1619,North Rhine-Westphalia,35270.0
15315,Sankt Ingbert,Germany,DEU,,49.3,7.1167,Saarland,35216.0
15324,Datteln,Germany,DEU,,51.6539,7.3417,North Rhine-Westphalia,35191.0
15333,Deggendorf,Germany,DEU,minor,48.8333,12.9667,Bavaria,35172.0
15339,Barsinghausen,Germany,DEU,,52.3,9.4811,Lower Saxony,35156.0
15357,Steinfurt,Germany,DEU,minor,52.1475,7.3442,North Rhine-Westphalia,35102.0
15452,Balingen,Germany,DEU,minor,48.2731,8.8506,Baden-Württemberg,34945.0
15461,Dietzenbach,Germany,DEU,,50.0167,8.7833,Hesse,34928.0
15497,Kempen,Germany,DEU,,51.3658,6.4194,North Rhine-Westphalia,34841.0
15527,Seelze,Germany,DEU,,52.3961,9.5981,Lower Saxony,34742.0
15528,Wermelskirchen,Germany,DEU,,51.15,7.2167,North Rhine-Westphalia,34739.0
15540,Saarlouis,Germany,DEU,minor,49.3167,6.75,Saarland,34717.0
15602,Wedel,Germany,DEU,,53.5833,9.7,Schleswig-Holstein,34538.0
15604,Zweibrücken,Germany,DEU,minor,49.25,7.3667,Rhineland-Palatinate,34534.0
15605,Viernheim,Germany,DEU,,49.5417,8.5786,Hesse,34534.0
15615,Ahrensburg,Germany,DEU,,53.6747,10.2411,Schleswig-Holstein,34509.0
15686,Merseburg,Germany,DEU,minor,51.3544,11.9928,Saxony-Anhalt,34335.0
15701,Geldern,Germany,DEU,,51.5197,6.3325,North Rhine-Westphalia,34298.0
15757,Korschenbroich,Germany,DEU,,51.1833,6.5167,North Rhine-Westphalia,34187.0
15776,Kornwestheim,Germany,DEU,,48.8598,9.1852,Baden-Württemberg,34130.0
15797,Radebeul,Germany,DEU,,51.1,13.65,Saxony,34096.0
15825,Hemer,Germany,DEU,,51.3833,7.7667,North Rhine-Westphalia,34024.0
15833,Biberach,Germany,DEU,minor,48.1,9.7833,Baden-Württemberg,34008.0
15861,Stuhr,Germany,DEU,,53.0167,8.75,Lower Saxony,33952.0
15869,Uelzen,Germany,DEU,minor,52.9647,10.5658,Lower Saxony,33934.0
15943,Vechta,Germany,DEU,minor,52.7306,8.2886,Lower Saxony,33769.0
16009,Rheinfelden (Baden),Germany,DEU,,47.5611,7.7917,Baden-Württemberg,33581.0
16048,Schwedt (Oder),Germany,DEU,,53.05,14.2667,Brandenburg,33495.0
16068,Bad Nauheim,Germany,DEU,,50.3667,8.75,Hesse,33445.0
16189,Jülich,Germany,DEU,,50.9222,6.3583,North Rhine-Westphalia,33158.0
16266,Forchheim,Germany,DEU,minor,49.7197,11.0581,Bavaria,32972.0
16305,Lampertheim,Germany,DEU,,49.6,8.4667,Hesse,32870.0
16346,Delbrück,Germany,DEU,,51.7667,8.5667,North Rhine-Westphalia,32774.0
16354,Achim,Germany,DEU,,53.0653,9.0342,Lower Saxony,32752.0
16394,Herrenberg,Germany,DEU,,48.5967,8.8708,Baden-Württemberg,32649.0
16396,Fürstenwalde,Germany,DEU,,52.3667,14.0667,Brandenburg,32646.0
16499,Geesthacht,Germany,DEU,,53.4375,10.3675,Schleswig-Holstein,32336.0
16520,Naumburg,Germany,DEU,minor,51.15,11.8167,Saxony-Anhalt,32289.0
16531,Bernburg,Germany,DEU,minor,51.8,11.7333,Saxony-Anhalt,32261.0
16534,Itzehoe,Germany,DEU,minor,53.925,9.5164,Schleswig-Holstein,32258.0
16558,Georgsmarienhütte,Germany,DEU,,52.2,8.0667,Lower Saxony,32190.0
16565,Bramsche,Germany,DEU,,52.4,7.9833,Lower Saxony,32179.0
16629,Radolfzell am Bodensee,Germany,DEU,,47.7333,8.9667,Baden-Württemberg,32043.0
16639,Wernigerode,Germany,DEU,,51.835,10.7853,Saxony-Anhalt,32024.0
16685,Ganderkesee,Germany,DEU,,53.0358,8.5483,Lower Saxony,31939.0
16735,Oer-Erkenschwick,Germany,DEU,,51.6422,7.2508,North Rhine-Westphalia,31838.0
16904,Neuruppin,Germany,DEU,minor,52.9331,12.8,Brandenburg,31422.0
16942,Hoyerswerda,Germany,DEU,,51.4333,14.25,Saxony,31356.0
16971,Altenburg,Germany,DEU,minor,50.985,12.4333,Thuringia,31315.0
16985,Burgdorf,Germany,DEU,,52.45,10.0083,Lower Saxony,31287.0
17023,Kreuztal,Germany,DEU,,50.9667,7.9667,North Rhine-Westphalia,31197.0
17038,Rheinberg,Germany,DEU,,51.5467,6.6006,North Rhine-Westphalia,31150.0
17069,Gevelsberg,Germany,DEU,,51.3167,7.3333,North Rhine-Westphalia,31097.0
17092,Werl,Germany,DEU,,51.55,7.92,North Rhine-Westphalia,31045.0
17184,Lohmar,Germany,DEU,,50.8167,7.2167,North Rhine-Westphalia,30846.0
17196,Walsrode,Germany,DEU,,52.8667,9.5833,Lower Saxony,30819.0
17199,Friedberg,Germany,DEU,minor,50.3333,8.75,Hesse,30818.0
17203,Taunusstein,Germany,DEU,,50.1333,8.15,Hesse,30810.0
17220,Weil am Rhein,Germany,DEU,,47.5947,7.6108,Baden-Württemberg,30769.0
17237,Einbeck,Germany,DEU,,51.8167,9.8667,Lower Saxony,30728.0
17274,Osterholz-Scharmbeck,Germany,DEU,minor,53.2167,8.8,Lower Saxony,30659.0
17280,Bad Hersfeld,Germany,DEU,minor,50.8683,9.7075,Hesse,30652.0
17281,Ennepetal,Germany,DEU,,51.2833,7.3333,North Rhine-Westphalia,30652.0
17322,Haan,Germany,DEU,,51.1667,7.0,North Rhine-Westphalia,30542.0
17357,Neuburg,Germany,DEU,minor,48.7333,11.1833,Bavaria,30467.0
17388,Friedberg,Germany,DEU,,48.35,10.9833,Bavaria,30407.0
17399,Schönebeck,Germany,DEU,,52.0167,11.75,Saxony-Anhalt,30389.0
17447,Andernach,Germany,DEU,,50.4397,7.4017,Rhineland-Palatinate,30277.0
17457,Gaggenau,Germany,DEU,,48.8039,8.3194,Baden-Württemberg,30250.0
17531,Bretten,Germany,DEU,,49.0364,8.7061,Baden-Württemberg,30073.0
17540,Merzig,Germany,DEU,minor,49.45,6.6167,Saarland,30051.0
17548,Meschede,Germany,DEU,minor,51.35,8.2833,North Rhine-Westphalia,30025.0
17618,Schwandorf,Germany,DEU,minor,49.3283,12.11,Bavaria,29990.0
17654,Rietberg,Germany,DEU,,51.8,8.4333,North Rhine-Westphalia,29919.0
17709,Bad Zwischenahn,Germany,DEU,,53.1836,8.0097,Lower Saxony,29803.0
17746,Rendsburg,Germany,DEU,minor,54.3,9.6667,Schleswig-Holstein,29743.0
17787,Werve,Germany,DEU,,51.6667,7.6167,North Rhine-Westphalia,29680.0
17809,Waltrop,Germany,DEU,,51.6167,7.3833,North Rhine-Westphalia,29644.0
17810,Oelde,Germany,DEU,,51.8333,8.15,North Rhine-Westphalia,29644.0
17856,Güstrow,Germany,DEU,minor,53.7939,12.1764,Mecklenburg-Western Pomerania,29556.0
17858,Landsberg,Germany,DEU,minor,48.0478,10.8989,Bavaria,29551.0
17868,Unterschleißheim,Germany,DEU,,48.2833,11.5667,Bavaria,29523.0
17907,Northeim,Germany,DEU,minor,51.7067,10.0011,Lower Saxony,29440.0
17965,Tönisvorst,Germany,DEU,,51.3208,6.4931,North Rhine-Westphalia,29319.0
17974,Vaihingen an der Enz,Germany,DEU,,48.9328,8.9564,Baden-Württemberg,29305.0
18002,Winnenden,Germany,DEU,,48.8764,9.3978,Baden-Württemberg,29245.0
18010,Saalfeld,Germany,DEU,minor,50.65,11.3667,Thuringia,29224.0
18040,Blankenfelde,Germany,DEU,,52.35,13.4,Brandenburg,29159.0
18052,Bühl,Germany,DEU,,48.6953,8.135,Baden-Württemberg,29133.0
18068,Springe,Germany,DEU,,52.2167,9.55,Lower Saxony,29113.0
18069,Kelkheim (Taunus),Germany,DEU,,50.1378,8.4497,Hesse,29112.0
18095,Riesa,Germany,DEU,,51.3081,13.2939,Saxony,29076.0
18132,Meißen,Germany,DEU,minor,51.1667,13.4833,Saxony,29011.0
18198,Rösrath,Germany,DEU,,50.9,7.1833,North Rhine-Westphalia,28889.0
18218,Emmendingen,Germany,DEU,minor,48.1214,7.8492,Baden-Württemberg,28856.0
18280,Schwelm,Germany,DEU,minor,51.2667,7.2667,North Rhine-Westphalia,28723.0
18289,Höxter,Germany,DEU,minor,51.7667,9.3667,North Rhine-Westphalia,28709.0
18317,Geislingen an der Steige,Germany,DEU,,48.6244,9.8306,Baden-Württemberg,28655.0
18365,Mechernich,Germany,DEU,,50.6,6.65,North Rhine-Westphalia,28567.0
18376,Reinbek,Germany,DEU,,53.5089,10.2483,Schleswig-Holstein,28536.0
18382,Hattersheim,Germany,DEU,,50.0722,8.4864,Hesse,28528.0
18384,Verden,Germany,DEU,minor,52.9211,9.2306,Lower Saxony,28526.0
18441,Ludwigsfelde,Germany,DEU,,52.2997,13.2667,Brandenburg,28424.0
18482,Baunatal,Germany,DEU,,51.2589,9.4183,Hesse,28339.0
18491,Henstedt-Ulzburg,Germany,DEU,,53.7833,10.0,Schleswig-Holstein,28323.0
18526,Geilenkirchen,Germany,DEU,,50.9653,6.1194,North Rhine-Westphalia,28252.0
18538,Kevelaer,Germany,DEU,,51.5833,6.25,North Rhine-Westphalia,28232.0
18539,Königsbrunn,Germany,DEU,,48.2689,10.8908,Bavaria,28231.0
18559,Grimma,Germany,DEU,,51.2386,12.7253,Saxony,28205.0
18601,Arnstadt,Germany,DEU,minor,50.8342,10.9464,Thuringia,28124.0
18639,Wegberg,Germany,DEU,,51.1417,6.2792,North Rhine-Westphalia,28074.0
18651,Leichlingen,Germany,DEU,,51.1167,7.0167,North Rhine-Westphalia,28048.0
18693,Zeitz,Germany,DEU,,51.0478,12.1383,Saxony-Anhalt,27976.0
18768,Griesheim,Germany,DEU,,49.8639,8.5639,Hesse,27837.0
18782,Lohne,Germany,DEU,,52.6667,8.2386,Lower Saxony,27814.0
18819,Sundern,Germany,DEU,,51.3167,8.0,North Rhine-Westphalia,27741.0
18844,Teltow,Germany,DEU,,52.4022,13.2706,Brandenburg,27697.0
18892,Baesweiler,Germany,DEU,,50.9,6.1833,North Rhine-Westphalia,27620.0
18930,Wetter (Ruhr),Germany,DEU,,51.3881,7.395,North Rhine-Westphalia,27550.0
18983,Schloß Holte-Stukenbrock,Germany,DEU,,51.8833,8.6167,North Rhine-Westphalia,27467.0
19002,Wangen im Allgäu,Germany,DEU,,47.6858,9.8342,Baden-Württemberg,27411.0
19006,Overath,Germany,DEU,,50.95,7.3,North Rhine-Westphalia,27405.0
19009,Butzbach,Germany,DEU,,50.4367,8.6622,Hesse,27402.0
19034,Strausberg,Germany,DEU,,52.5833,13.8833,Brandenburg,27344.0
19072,Ehingen an der Donau,Germany,DEU,,48.2833,9.7236,Baden-Württemberg,27276.0
19086,Hamminkeln,Germany,DEU,,51.7319,6.5908,North Rhine-Westphalia,27248.0
19132,Leimen,Germany,DEU,,49.3481,8.6911,Baden-Württemberg,27142.0
19133,Hohen Neuendorf,Germany,DEU,,52.6667,13.2833,Brandenburg,27139.0
19156,Rheinbach,Germany,DEU,,50.6333,6.95,North Rhine-Westphalia,27102.0
19194,Wiesloch,Germany,DEU,,49.2942,8.6983,Baden-Württemberg,27049.0
19271,Heppenheim,Germany,DEU,minor,49.6431,8.6389,Hesse,26946.0
19274,Pfaffenhofen,Germany,DEU,minor,48.5333,11.5167,Bavaria,26943.0
19392,Hennigsdorf,Germany,DEU,,52.6378,13.2036,Brandenburg,26728.0
19420,Heiligenhaus,Germany,DEU,,51.3167,6.9667,North Rhine-Westphalia,26681.0
19431,Bad Neuenahr-Ahrweiler,Germany,DEU,minor,50.5447,7.1133,Rhineland-Palatinate,26669.0
19470,Aschersleben,Germany,DEU,,51.75,11.4667,Saxony-Anhalt,26604.0
19540,Neckarsulm,Germany,DEU,,49.1917,9.2246,Baden-Württemberg,26495.0
19554,Achern,Germany,DEU,,48.6333,8.0667,Baden-Württemberg,26471.0
19586,Lauf,Germany,DEU,minor,49.5103,11.2772,Bavaria,26420.0
19588,Groß-Gerau,Germany,DEU,minor,49.9192,8.485,Hesse,26418.0
19603,Mühlacker,Germany,DEU,,48.95,8.8394,Baden-Württemberg,26394.0
19650,Weiterstadt,Germany,DEU,,49.9,8.6,Hesse,26322.0
19664,Bingen am Rhein,Germany,DEU,,49.9667,7.9,Rhineland-Palatinate,26309.0
19665,Nordenham,Germany,DEU,,53.5,8.4667,Lower Saxony,26308.0
19705,Zirndorf,Germany,DEU,,49.45,10.95,Bavaria,26234.0
19752,Selm,Germany,DEU,,51.6833,7.4833,North Rhine-Westphalia,26163.0
19829,Bad Honnef am Rhein,Germany,DEU,,50.645,7.2269,North Rhine-Westphalia,26061.0
19849,Lübbecke,Germany,DEU,,52.3081,8.6231,North Rhine-Westphalia,26027.0
19868,Harsewinkel,Germany,DEU,,51.9667,8.2331,North Rhine-Westphalia,25999.0
19963,Unterhaching,Germany,DEU,,48.0658,11.61,Bavaria,25873.0
19984,Lindau,Germany,DEU,,47.5458,9.6833,Bavaria,25846.0
19996,Schleswig,Germany,DEU,minor,54.5186,9.5653,Schleswig-Holstein,25832.0
20004,Kulmbach,Germany,DEU,minor,50.1,11.4333,Bavaria,25818.0
20031,Helmstedt,Germany,DEU,minor,52.2281,11.0106,Lower Saxony,25779.0
20055,Horb am Neckar,Germany,DEU,,48.4453,8.6911,Baden-Württemberg,25752.0
20073,Rinteln,Germany,DEU,,52.1906,9.0814,Lower Saxony,25721.0
